"grass","happy","satlife","hlthphys","hlthmntl","unhappy","depress","cesd1","hopeless","restless","wrthless","nervous","satsoc","year"
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
