household_id,state,husband_age,husband_total_income,wife_age,wife_total_income
1162259,Washington,59,76000,NA,NA
1162651,Oregon,68,19990,NA,NA
1162921,Washington,50,12020,NA,NA
1163039,Washington,79,22000,NA,NA
1163193,Washington,NA,NA,66,34800
1163285,Oregon,76,2800,NA,NA
1164237,Oregon,45,109000,NA,NA
1164441,Washington,NA,NA,58,38900
1164520,Washington,NA,NA,58,78000
1164669,Washington,NA,NA,31,45000
1166104,Oregon,35,406000,NA,NA
1166683,Oregon,NA,NA,43,43000
1166747,Washington,43,45000,NA,NA
1167740,Washington,NA,NA,55,18000
1167971,Oregon,NA,NA,63,72000
1168185,Oregon,52,65000,NA,NA
1168256,Oregon,NA,NA,65,71900
1168294,Oregon,NA,NA,62,6000
1168627,Washington,28,72000,NA,NA
1170799,Oregon,NA,NA,58,12000
1172325,Washington,NA,NA,30,0
1173872,Washington,NA,NA,26,3200
1175108,Washington,65,55100,NA,NA
1176270,Washington,78,20900,NA,NA
1177444,Washington,25,14000,NA,NA
1178897,Oregon,NA,NA,44,58600
1179516,Oregon,NA,NA,46,11730
1180254,Washington,NA,NA,74,24500
1180373,Oregon,NA,NA,51,34000
1181201,Oregon,NA,NA,73,19700
1182419,Oregon,NA,NA,63,0
1182567,Washington,NA,NA,51,163000
1182666,Washington,50,75000,NA,NA
1183166,Washington,NA,NA,54,45000
1183815,Oregon,NA,NA,83,9400
1184357,Washington,54,60000,NA,NA
1185291,Washington,NA,NA,83,7000
1185549,Washington,52,128400,NA,NA
1188418,Washington,NA,NA,25,0
1189322,Oregon,66,4200,NA,NA
1189861,Washington,NA,NA,62,33000
1191273,Washington,73,23600,NA,NA
1192137,Washington,66,46200,NA,NA
1194290,Washington,NA,NA,27,27700
1194693,Washington,NA,NA,58,38000
1196018,Oregon,37,83000,NA,NA
1196293,Oregon,NA,NA,52,0
1196544,Washington,31,85000,NA,NA
1196612,Washington,NA,NA,39,53000
1196943,Oregon,49,70000,NA,NA
1197184,Oregon,NA,NA,40,0
1197303,Washington,NA,NA,63,0
1197492,Oregon,57,72000,NA,NA
1198578,Washington,58,110000,NA,NA
1199049,Washington,40,44700,NA,NA
1201321,Washington,53,50000,NA,NA
1201562,Oregon,NA,NA,54,70000
1201746,Washington,42,82000,NA,NA
1202836,Oregon,32,112000,NA,NA
1203394,Washington,NA,NA,62,50000
1205141,Washington,NA,NA,25,17000
1206587,Oregon,NA,NA,57,26000
1206682,Oregon,59,69000,NA,NA
1207257,Washington,72,81100,NA,NA
1207784,Oregon,NA,NA,35,38020
1207909,Oregon,NA,NA,62,110000
1208072,Oregon,41,52000,NA,NA
1208244,Oregon,40,113500,NA,NA
1208338,Oregon,NA,NA,84,4800
1208549,Washington,NA,NA,71,9000
1209093,Oregon,NA,NA,68,23400
1209761,Oregon,NA,NA,37,0
1210481,Washington,52,35000,NA,NA
1210538,Washington,32,40000,NA,NA
1210891,Washington,NA,NA,67,9900
1214033,Washington,71,113000,NA,NA
1215292,Washington,NA,NA,65,8400
1215913,Washington,NA,NA,34,0
1216137,Oregon,NA,NA,62,70000
1216374,Oregon,NA,NA,30,0
1216504,Oregon,NA,NA,46,0
1217308,Oregon,NA,NA,37,52000
1218462,Oregon,55,54000,NA,NA
1220046,Washington,NA,NA,59,64050
1220065,Washington,70,9600,NA,NA
1220213,Oregon,NA,NA,56,36100
1221216,Washington,70,72300,NA,NA
1221403,Oregon,NA,NA,52,83000
1222156,Washington,NA,NA,60,21600
1222552,Washington,NA,NA,49,36000
1223216,Washington,58,105000,NA,NA
1223473,Washington,NA,NA,48,28000
1224159,Washington,30,60000,NA,NA
1225210,Oregon,46,40000,NA,NA
1226255,Oregon,56,34200,NA,NA
1227004,Oregon,72,60200,NA,NA
1228852,Oregon,69,69000,NA,NA
1229527,Oregon,NA,NA,54,8700
1230035,Washington,NA,NA,34,43000
1231015,Oregon,74,14400,73,14200
1231066,Oregon,NA,NA,68,99000
1231280,Oregon,NA,NA,40,3200
1233315,Oregon,68,63000,NA,NA
1236480,Washington,26,38000,NA,NA
1236799,Oregon,79,23200,NA,NA
1237923,Oregon,NA,NA,65,0
1238183,Washington,88,7000,79,7100
1238587,Washington,NA,NA,56,25000
1238736,Oregon,38,40000,NA,NA
1242917,Washington,43,75000,NA,NA
1243740,Washington,66,38200,NA,NA
1244028,Washington,NA,NA,59,0
1244048,Oregon,66,104000,NA,NA
1244127,Washington,66,29420,NA,NA
1245067,Oregon,62,49300,NA,NA
1245932,Washington,76,19900,NA,NA
1246353,Washington,NA,NA,42,0
1247458,Washington,32,57000,NA,NA
1247711,Oregon,NA,NA,45,48000
1248805,Oregon,66,94400,NA,NA
1248848,Oregon,60,55000,NA,NA
1249625,Washington,NA,NA,38,35000
1250299,Oregon,NA,NA,33,38000
1250388,Oregon,NA,NA,79,8400
1250440,Oregon,NA,NA,56,150000
1250833,Oregon,NA,NA,41,8000
1253108,Oregon,NA,NA,47,7500
1253318,Oregon,NA,NA,42,50000
1253323,Oregon,60,89000,NA,NA
1253683,Oregon,NA,NA,73,30400
1255728,Washington,35,12000,NA,NA
1255825,Oregon,38,65000,NA,NA
1256434,Washington,25,20000,NA,NA
1257900,Washington,68,7020,NA,NA
1258330,Oregon,51,52000,NA,NA
1258612,Oregon,NA,NA,69,87100
1259304,Washington,NA,NA,61,20000
1261256,Oregon,NA,NA,59,0
1262309,Oregon,90,52200,82,9500
1262971,Washington,NA,NA,46,200
1263063,Washington,45,0,NA,NA
1263286,Washington,NA,NA,68,61700
1263929,Oregon,62,60000,NA,NA
1265064,Washington,NA,NA,31,59000
1265543,Washington,66,467000,NA,NA
1267532,Washington,41,106000,NA,NA
1269323,Oregon,76,18500,NA,NA
1270240,Washington,38,25000,NA,NA
1270714,Washington,56,92000,NA,NA
1271015,Washington,42,148700,NA,NA
1271113,Washington,84,65000,NA,NA
1272054,Washington,NA,NA,52,70000
1272310,Washington,NA,NA,45,7500
1274030,Washington,64,80000,NA,NA
1274332,Oregon,NA,NA,80,36300
1274978,Oregon,NA,NA,77,7700
1275380,Washington,46,26800,NA,NA
1275629,Washington,NA,NA,44,75000
1276518,Oregon,40,42000,NA,NA
1276996,Washington,37,105000,NA,NA
1278921,Washington,63,38500,NA,NA
1279233,Oregon,NA,NA,36,20000
1279664,Washington,65,378000,NA,NA
1280157,Washington,65,50000,NA,NA
1280928,Oregon,NA,NA,72,8500
1282014,Oregon,64,22500,NA,NA
1285246,Washington,50,67000,NA,NA
1285259,Oregon,NA,NA,53,73000
1285553,Oregon,83,20920,NA,NA
1287768,Washington,NA,NA,49,3000
1287901,Washington,NA,NA,46,25000
1288379,Washington,NA,NA,38,30000
1288921,Oregon,70,8700,NA,NA
1289117,Oregon,81,26000,NA,NA
1292311,Oregon,81,38400,68,291600
1293111,Washington,72,0,NA,NA
1294627,Washington,NA,NA,59,0
1294719,Washington,32,9900,NA,NA
1295923,Washington,42,180000,NA,NA
1301074,Washington,NA,NA,49,0
1301409,Oregon,91,11000,NA,NA
1302765,Washington,NA,NA,51,48700
1302819,Oregon,NA,NA,63,38000
1302847,Oregon,NA,NA,18,6000
1303726,Oregon,68,65800,63,51000
1305278,Washington,73,79990,NA,NA
1306176,Oregon,73,9800,NA,NA
1307931,Oregon,52,40000,NA,NA
1308760,Oregon,NA,NA,43,50000
1309113,Oregon,NA,NA,71,14000
1309542,Oregon,65,43600,NA,NA
1309711,Washington,63,183300,NA,NA
1309837,Oregon,45,108000,NA,NA
1310331,Oregon,56,130000,NA,NA
1310342,Washington,42,100000,NA,NA
1312505,Washington,76,42840,NA,NA
1312925,Oregon,70,19510,NA,NA
1313018,Washington,NA,NA,40,3000
1314689,Oregon,NA,NA,45,36000
1316692,Oregon,47,50000,NA,NA
1318775,Washington,66,4300,NA,NA
1320066,Washington,NA,NA,63,9800
1320151,Oregon,78,14100,NA,NA
1320279,Washington,51,20070,NA,NA
1321495,Oregon,NA,NA,70,87500
1322753,Washington,57,3200,57,28804
1323328,Washington,NA,NA,45,102200
1324674,Washington,NA,NA,43,10000
1326424,Washington,67,61000,NA,NA
1326621,Washington,NA,NA,31,0
1327237,Oregon,40,37300,NA,NA
1328171,Washington,67,106601,NA,NA
1328361,Oregon,52,47500,NA,NA
1329396,Washington,NA,NA,33,64000
1330226,Washington,24,21900,NA,NA
1330944,Oregon,65,58000,NA,NA
1331158,Oregon,NA,NA,67,0
1331690,Washington,NA,NA,27,800
1331922,Washington,79,18620,NA,NA
1332101,Washington,33,105000,NA,NA
1333975,Washington,NA,NA,70,24000
1334248,Washington,NA,NA,36,36000
1336312,Washington,63,25100,NA,NA
1336821,Oregon,42,96800,NA,NA
1337921,Oregon,53,110000,NA,NA
1339433,Washington,50,157000,NA,NA
1340170,Washington,55,56000,NA,NA
1340609,Oregon,71,88000,NA,NA
1340806,Oregon,36,136000,NA,NA
1342054,Oregon,NA,NA,72,52600
1342536,Oregon,NA,NA,50,40000
1343938,Oregon,NA,NA,34,45000
1345168,Washington,62,81500,NA,NA
1345173,Washington,NA,NA,38,27000
1347216,Washington,43,250000,NA,NA
1347489,Washington,66,160000,NA,NA
1348178,Washington,NA,NA,27,42000
1348705,Washington,71,11000,NA,NA
1350400,Oregon,NA,NA,31,62000
1353106,Oregon,38,21000,NA,NA
1356035,Oregon,69,67000,NA,NA
1357545,Oregon,70,17700,NA,NA
1357707,Oregon,NA,NA,71,10000
1358026,Oregon,76,34900,NA,NA
1358418,Washington,67,14400,NA,NA
1358926,Washington,51,52000,NA,NA
1360192,Washington,59,132500,NA,NA
1361775,Oregon,NA,NA,75,15500
1361792,Oregon,NA,NA,80,65600
1361805,Washington,NA,NA,72,12500
1364824,Oregon,69,39100,NA,NA
1365254,Oregon,NA,NA,55,42000
1366100,Oregon,75,23900,NA,NA
1367015,Oregon,NA,NA,39,57000
1367037,Oregon,NA,NA,57,79500
1368909,Washington,NA,NA,50,0
1370541,Washington,NA,NA,66,44000
1371434,Washington,54,19900,NA,NA
1371526,Oregon,35,50000,NA,NA
1372073,Washington,41,150000,NA,NA
1376245,Oregon,58,118000,NA,NA
1376552,Oregon,56,68000,NA,NA
1377137,Oregon,NA,NA,52,9500
1377266,Washington,53,72000,NA,NA
1377728,Washington,NA,NA,39,0
1378297,Washington,NA,NA,41,360
1381930,Washington,50,68000,NA,NA
1383537,Oregon,72,18000,NA,NA
1383720,Washington,58,150000,NA,NA
1383805,Washington,NA,NA,59,0
1384727,Washington,NA,NA,46,98100
1386864,Oregon,60,75000,NA,NA
1392148,Washington,62,13000,NA,NA
1392723,Washington,77,40560,NA,NA
1395289,Washington,59,163750,NA,NA
1395854,Washington,37,212000,NA,NA
1396498,Oregon,NA,NA,53,50000
1396759,Washington,73,23500,NA,NA
1398427,Washington,53,0,NA,NA
1400365,Oregon,64,90000,NA,NA
1401817,Oregon,60,36900,NA,NA
1401997,Oregon,26,30600,29,45000
1402025,Oregon,30,38600,NA,NA
1402876,Oregon,66,141000,NA,NA
1403748,Oregon,NA,NA,44,3600
1403757,Oregon,NA,NA,40,45700
1403945,Oregon,55,39000,NA,NA
1404181,Oregon,NA,NA,44,75000
1404851,Oregon,85,29690,NA,NA
1405738,Washington,NA,NA,65,2430
1405783,Oregon,NA,NA,66,39700
1406187,Oregon,47,35000,NA,NA
1408969,Washington,68,60000,NA,NA
1409235,Oregon,62,23200,NA,NA
1409398,Oregon,NA,NA,45,78010
1410145,Oregon,NA,NA,57,30000
1412467,Oregon,23,6000,25,7000
1413099,Washington,33,42000,NA,NA
1413832,Washington,NA,NA,28,14400
1414642,Washington,NA,NA,46,100000
1417315,Oregon,53,200000,NA,NA
1418967,Washington,NA,NA,30,11000
1419299,Washington,NA,NA,29,45000
1420188,Oregon,31,16300,NA,NA
1421291,Washington,NA,NA,54,61160
1422136,Oregon,NA,NA,31,20000
1422312,Oregon,NA,NA,60,0
1424594,Washington,36,32900,NA,NA
1424787,Oregon,NA,NA,30,50000
1425580,Oregon,NA,NA,45,62000
1425679,Oregon,NA,NA,35,12000
1426063,Oregon,68,39500,NA,NA
1426106,Washington,30,60000,NA,NA
1426857,Oregon,26,117000,NA,NA
1427151,Oregon,NA,NA,32,2004
1428106,Oregon,NA,NA,54,28700
1428118,Oregon,56,84300,NA,NA
1430172,Oregon,NA,NA,25,10000
1430889,Oregon,40,171000,NA,NA
1431266,Washington,57,90000,NA,NA
1431469,Washington,94,63000,NA,NA
1432000,Oregon,NA,NA,36,0
1433422,Washington,NA,NA,30,53000
1433461,Washington,NA,NA,45,15000
1434032,Oregon,62,44100,NA,NA
1435250,Oregon,40,50000,NA,NA
1436742,Washington,NA,NA,53,10000
1437644,Washington,NA,NA,34,55000
1439634,Washington,NA,NA,78,8000
1439993,Washington,NA,NA,84,23500
1440240,Washington,NA,NA,58,45000
1440443,Oregon,NA,NA,66,35600
1441731,Washington,38,45000,NA,NA
1441978,Oregon,NA,NA,60,0
1442567,Washington,NA,NA,73,6000
1443268,Washington,NA,NA,56,35000
1443592,Oregon,NA,NA,65,35100
1443683,Oregon,76,11600,NA,NA
1444428,Washington,77,47500,NA,NA
1444837,Washington,NA,NA,28,50000
1445704,Washington,NA,NA,72,14100
1445823,Oregon,59,65000,NA,NA
1447692,Washington,NA,NA,27,60000
1448093,Oregon,28,27300,28,29200
1448961,Washington,36,183300,NA,NA
1449579,Washington,60,93300,NA,NA
1449854,Oregon,77,71800,NA,NA
1449865,Oregon,50,185300,49,300
1450171,Oregon,94,42500,NA,NA
1450447,Washington,NA,NA,69,37000
1450510,Washington,NA,NA,43,17300
1451272,Washington,NA,NA,40,40000
1451600,Washington,68,28000,NA,NA
1451626,Washington,53,65000,NA,NA
1452136,Oregon,NA,NA,52,7000
1452469,Washington,45,120000,NA,NA
1452534,Oregon,NA,NA,36,12500
1454564,Oregon,28,48000,NA,NA
1454986,Oregon,54,100000,NA,NA
1455187,Washington,NA,NA,74,23550
1459242,Oregon,NA,NA,60,60000
1459245,Washington,66,23500,NA,NA
1459469,Oregon,NA,NA,50,48000
1459808,Washington,46,170000,NA,NA
1459849,Washington,NA,NA,68,63200
1460477,Washington,41,130000,NA,NA
1461035,Oregon,NA,NA,59,44000
1461065,Oregon,NA,NA,36,32400
1461894,Washington,62,59000,57,85000
1463902,Oregon,NA,NA,67,31200
1464642,Oregon,58,40000,NA,NA
1464984,Oregon,NA,NA,32,0
1465541,Washington,NA,NA,72,9600
1466774,Oregon,NA,NA,63,23820
1467585,Oregon,29,84000,NA,NA
1468888,Washington,64,97000,NA,NA
1469242,Washington,79,31400,NA,NA
1469491,Oregon,75,40700,NA,NA
1469714,Washington,NA,NA,39,102000
1470867,Oregon,NA,NA,67,18730
1471755,Oregon,NA,NA,73,31100
1471759,Oregon,NA,NA,76,30000
1472159,Oregon,85,8370,NA,NA
1472170,Washington,56,52000,NA,NA
1474660,Oregon,41,43300,35,42000
1474700,Washington,36,150000,NA,NA
1475039,Washington,53,0,NA,NA
1475334,Oregon,NA,NA,56,80500
1475404,Oregon,NA,NA,48,20000
1475921,Washington,NA,NA,46,0
1477017,Oregon,NA,NA,69,33000
1478494,Oregon,34,30000,NA,NA
1478706,Oregon,31,40000,NA,NA
1480305,Washington,NA,NA,31,25800
1480390,Washington,NA,NA,29,43000
1480905,Oregon,NA,NA,47,24000
1482554,Oregon,58,21300,NA,NA
1483042,Oregon,NA,NA,35,25000
1485071,Oregon,NA,NA,55,0
1485187,Oregon,46,60000,53,30500
1485968,Oregon,39,50000,NA,NA
1486714,Oregon,74,32800,NA,NA
1487075,Washington,71,82400,NA,NA
1487184,Oregon,NA,NA,43,10000
1488648,Oregon,NA,NA,52,1200
1488665,Washington,NA,NA,63,60000
1488873,Washington,56,29000,NA,NA
1490294,Washington,NA,NA,31,55000
1491551,Washington,60,12900,NA,NA
1491944,Washington,NA,NA,67,0
1493741,Oregon,50,69000,54,27700
1494020,Washington,NA,NA,52,83100
1494555,Washington,62,5400,NA,NA
1494896,Washington,NA,NA,52,16000
1496220,Oregon,34,57000,NA,NA
1496385,Oregon,57,62000,NA,NA
1496700,Washington,NA,NA,74,17500
1499045,Washington,63,90000,NA,NA
1500606,Washington,58,1000,NA,NA
1500619,Oregon,NA,NA,29,0
1500761,Washington,42,75000,NA,NA
1503236,Oregon,NA,NA,40,0
1503243,Oregon,NA,NA,55,0
1504044,Oregon,77,236700,NA,NA
1504280,Washington,NA,NA,36,0
1504913,Oregon,NA,NA,39,750
1504957,Oregon,67,9600,NA,NA
1507596,Oregon,NA,NA,79,49800
1507973,Washington,NA,NA,70,21600
1508434,Washington,NA,NA,58,52360
1509079,Washington,NA,NA,41,47200
1509458,Oregon,66,28700,NA,NA
1509965,Oregon,NA,NA,53,17000
1510353,Washington,NA,NA,73,0
1510383,Oregon,NA,NA,61,-200
1510627,Washington,NA,NA,31,36200
1511005,Washington,NA,NA,70,6800
1511827,Washington,58,88000,NA,NA
1512013,Oregon,NA,NA,65,8600
1512569,Washington,NA,NA,58,70000
1513118,Oregon,NA,NA,48,10000
1513434,Washington,NA,NA,27,6000
1514816,Washington,69,0,NA,NA
1516057,Washington,NA,NA,58,57000
1516158,Washington,30,49000,NA,NA
1518680,Washington,39,150000,NA,NA
1518830,Oregon,61,6650,NA,NA
1520620,Oregon,37,30000,NA,NA
