state,age,sex,total_income,health_insurance,transport
Oregon,48,female,19000,with,Bus or trolley bus
Washington,79,male,21000,with,NA
Oregon,49,male,23900,with,NA
Oregon,64,female,35000,without,NA
Washington,72,female,78700,with,NA
Washington,70,female,83400,with,NA
Oregon,62,male,0,with,NA
Washington,36,female,25000,with,NA
Oregon,76,female,16300,with,NA
Washington,74,male,51710,with,NA
Washington,73,male,73400,with,"Car, truck, or van"
Washington,69,female,9600,with,NA
Oregon,63,male,220,without,NA
Washington,32,female,40000,with,Worked at home
Oregon,50,female,32600,with,"Car, truck, or van"
Washington,51,female,16000,with,"Car, truck, or van"
Oregon,58,female,13400,with,"Car, truck, or van"
Washington,48,female,2000,with,NA
Washington,30,female,19000,without,"Car, truck, or van"
Oregon,56,male,36000,without,"Car, truck, or van"
Washington,24,male,50000,with,"Car, truck, or van"
Washington,55,male,12600,with,"Car, truck, or van"
Washington,77,male,8800,with,NA
Washington,37,male,22200,with,NA
Washington,29,male,141000,with,"Car, truck, or van"
Washington,49,male,50000,with,Worked at home
Washington,37,female,0,with,NA
Washington,54,male,30000,with,"Car, truck, or van"
Washington,81,female,30200,with,NA
Washington,53,male,71000,with,"Car, truck, or van"
Oregon,83,male,42000,with,NA
Washington,46,male,106000,with,"Car, truck, or van"
Washington,24,female,25500,without,"Car, truck, or van"
Oregon,64,female,38000,with,Worked at home
Oregon,78,female,17750,with,NA
Oregon,71,male,22100,with,NA
Oregon,69,male,36000,with,NA
Washington,58,male,50000,with,Walked
Washington,23,female,21300,with,NA
Washington,43,female,27500,with,"Car, truck, or van"
Washington,24,male,56000,with,"Car, truck, or van"
Washington,33,female,66200,with,"Car, truck, or van"
Washington,56,male,13800,with,NA
Washington,51,female,59000,with,"Car, truck, or van"
Oregon,48,male,80000,with,"Car, truck, or van"
Washington,85,male,87100,with,NA
Oregon,70,male,25100,with,NA
Washington,63,male,50000,with,"Car, truck, or van"
Washington,52,female,14200,with,NA
Washington,77,male,21100,with,NA
Oregon,72,female,47500,with,NA
Washington,62,male,41000,with,Bus or trolley bus
Washington,65,female,96010,with,NA
Oregon,64,male,10500,with,NA
Washington,37,female,58000,with,"Car, truck, or van"
Oregon,94,female,9900,with,NA
Oregon,45,female,1200,with,"Car, truck, or van"
Washington,34,male,36400,without,"Car, truck, or van"
Washington,78,female,11800,with,NA
Oregon,58,female,25000,with,"Car, truck, or van"
Washington,65,female,50000,with,"Car, truck, or van"
Washington,42,female,48000,with,"Car, truck, or van"
Oregon,46,male,85000,with,"Car, truck, or van"
Washington,57,female,24100,without,NA
Oregon,52,female,70000,with,"Car, truck, or van"
Washington,50,female,37000,without,"Car, truck, or van"
Washington,48,female,37000,with,"Car, truck, or van"
Washington,31,female,43000,with,"Car, truck, or van"
Oregon,71,male,10900,with,NA
Washington,53,male,90600,with,"Car, truck, or van"
Washington,40,female,13000,with,"Car, truck, or van"
Washington,21,male,480,with,NA
Washington,42,male,0,with,NA
Washington,35,female,2000,with,Worked at home
Washington,29,female,2200,with,NA
Oregon,65,male,70000,with,"Car, truck, or van"
Washington,32,male,70000,with,"Car, truck, or van"
Oregon,41,male,62400,with,NA
Oregon,64,female,40900,with,NA
Washington,77,female,274700,with,NA
Washington,66,male,68000,with,"Car, truck, or van"
Oregon,85,female,15800,with,NA
Washington,38,female,4500,with,NA
Washington,31,male,14400,with,NA
Washington,60,female,88000,with,"Car, truck, or van"
Oregon,54,female,45000,with,NA
Washington,61,male,52000,with,"Car, truck, or van"
Washington,55,female,18900,with,NA
Washington,60,male,27600,with,NA
Washington,34,male,38000,with,"Car, truck, or van"
Washington,73,male,69600,with,NA
Washington,71,female,10000,with,NA
Washington,81,male,21300,with,NA
Washington,34,female,23000,with,"Car, truck, or van"
Washington,33,male,260000,with,"Car, truck, or van"
Washington,24,female,0,with,NA
Oregon,38,female,10820,with,"Car, truck, or van"
Washington,43,female,260000,with,"Car, truck, or van"
Washington,19,male,26810,without,NA
Washington,64,female,16600,with,NA
Washington,18,female,2000,with,Walked
Oregon,36,female,88000,with,"Car, truck, or van"
Washington,55,male,112000,with,"Car, truck, or van"
Oregon,64,female,7600,with,NA
Washington,19,female,0,with,NA
Washington,23,female,11000,with,"Car, truck, or van"
Washington,54,male,230000,with,"Car, truck, or van"
Washington,71,male,16400,with,NA
Washington,37,female,110000,with,"Car, truck, or van"
Oregon,67,female,28600,with,NA
Washington,34,female,0,with,NA
Oregon,29,male,62000,with,NA
Oregon,34,female,90730,with,"Car, truck, or van"
Washington,76,male,72000,with,NA
Washington,78,male,16000,with,NA
Washington,84,male,63700,with,NA
Oregon,43,male,55000,with,"Car, truck, or van"
Washington,52,female,10000,with,NA
Oregon,61,male,28500,with,NA
Washington,48,male,38000,with,"Car, truck, or van"
Washington,69,male,23900,with,NA
Washington,59,male,150540,with,"Car, truck, or van"
Washington,45,female,0,with,NA
Oregon,59,male,196000,with,"Car, truck, or van"
Oregon,23,female,22300,with,"Car, truck, or van"
Washington,43,female,8000,with,NA
Washington,90,female,13900,with,NA
Washington,85,female,35400,with,NA
Washington,44,male,56000,with,Worked at home
Washington,61,female,32080,with,"Car, truck, or van"
Washington,94,female,14800,with,NA
Washington,77,female,16000,with,NA
Washington,84,female,20030,with,NA
Washington,55,female,31200,with,NA
Oregon,81,male,0,with,NA
Oregon,29,male,50000,with,Bicycle
Oregon,83,male,33300,with,Worked at home
Washington,69,female,13000,with,NA
Washington,54,female,97000,with,"Car, truck, or van"
Washington,58,male,10800,with,NA
Washington,65,female,15200,with,NA
Oregon,34,female,21000,with,"Car, truck, or van"
Washington,67,female,30700,with,NA
Oregon,50,male,91000,with,"Car, truck, or van"
Oregon,70,female,31600,with,NA
Washington,70,female,47940,with,NA
Oregon,30,male,0,without,NA
Oregon,32,female,55000,with,"Car, truck, or van"
Oregon,57,male,16400,with,NA
Washington,35,male,100000,with,"Car, truck, or van"
Oregon,84,female,17800,with,NA
Washington,21,female,12700,with,Walked
Oregon,44,male,88000,with,"Car, truck, or van"
Oregon,54,male,35000,without,"Car, truck, or van"
Washington,67,male,24000,with,NA
Oregon,73,female,0,with,NA
Oregon,50,female,61700,with,"Car, truck, or van"
Oregon,73,female,15410,with,NA
Washington,59,female,38700,with,"Car, truck, or van"
Washington,54,female,6800,with,NA
Washington,42,male,53000,with,"Car, truck, or van"
Oregon,79,male,59900,with,NA
Washington,62,female,25000,with,Bus or trolley bus
Washington,65,male,8600,with,NA
Washington,52,female,1700,with,NA
Washington,64,female,80000,with,"Car, truck, or van"
Oregon,88,female,33300,with,NA
Washington,22,female,10000,with,"Car, truck, or van"
Washington,68,male,30600,with,NA
Oregon,72,male,25400,with,NA
Oregon,78,male,35000,with,NA
Washington,47,female,225000,with,"Car, truck, or van"
Washington,94,male,80000,with,NA
Washington,27,male,52000,with,"Car, truck, or van"
Oregon,51,male,1550,with,NA
Washington,47,male,200000,with,"Car, truck, or van"
Washington,71,female,16380,with,NA
Washington,47,male,14200,with,NA
Washington,60,male,38000,with,"Car, truck, or van"
Oregon,41,male,60000,with,"Car, truck, or van"
Washington,47,male,87200,with,"Car, truck, or van"
Washington,48,female,49400,with,Bus or trolley bus
Washington,78,female,3600,with,NA
Washington,57,female,10400,with,NA
Washington,26,female,18000,with,"Car, truck, or van"
Washington,29,male,100000,with,NA
Washington,43,male,140000,with,"Car, truck, or van"
Oregon,59,male,63000,with,"Car, truck, or van"
Washington,67,male,109000,with,NA
Washington,32,female,0,with,NA
Washington,31,male,48000,with,"Car, truck, or van"
Washington,80,female,45700,with,NA
Washington,73,male,64000,with,NA
Washington,62,female,50000,with,"Car, truck, or van"
Washington,69,female,57000,with,NA
Oregon,21,male,5000,with,"Car, truck, or van"
Oregon,31,female,12000,with,"Car, truck, or van"
Oregon,65,female,20700,with,NA
Oregon,58,male,0,with,NA
Washington,80,female,12800,with,NA
Washington,58,male,60000,with,"Car, truck, or van"
Washington,75,female,29400,with,NA
Oregon,63,female,9600,with,"Car, truck, or van"
Oregon,54,male,406000,with,"Car, truck, or van"
Oregon,74,male,100300,with,NA
Oregon,85,male,11300,with,NA
Washington,74,male,48000,with,NA
Washington,35,female,60000,with,"Car, truck, or van"
Washington,73,male,42000,with,NA
Washington,33,male,0,with,NA
Washington,58,male,33000,with,"Car, truck, or van"
Washington,73,male,22000,with,NA
Oregon,26,male,22000,with,Walked
Washington,55,female,62000,with,"Car, truck, or van"
Oregon,79,male,11850,with,NA
Oregon,66,male,35000,with,NA
Oregon,31,male,24000,with,Bus or trolley bus
Oregon,27,female,14000,with,"Car, truck, or van"
Oregon,41,male,31000,without,"Car, truck, or van"
Oregon,34,female,19800,with,"Car, truck, or van"
Oregon,60,male,32000,with,"Car, truck, or van"
Washington,82,male,45000,with,NA
Washington,50,male,35000,with,Other
Washington,79,male,43000,with,NA
Washington,63,male,80000,with,"Car, truck, or van"
Oregon,54,male,45000,with,"Car, truck, or van"
Washington,63,male,76000,with,NA
Oregon,74,female,27200,with,NA
Washington,65,female,22000,with,NA
Washington,52,female,0,without,NA
Washington,53,female,44000,with,"Car, truck, or van"
Washington,87,female,26400,with,NA
Oregon,64,male,44000,with,NA
Oregon,60,male,32400,with,NA
Washington,36,female,26000,with,Worked at home
Oregon,68,male,41050,with,NA
Oregon,49,male,21000,without,NA
Washington,51,male,120500,with,"Car, truck, or van"
Oregon,36,female,21000,without,"Car, truck, or van"
Washington,59,female,13000,with,NA
Washington,89,female,28500,with,NA
Washington,70,male,27500,with,NA
Washington,68,male,10200,with,NA
Washington,68,female,51500,with,NA
Oregon,29,male,53500,with,"Car, truck, or van"
Oregon,53,female,125000,with,"Car, truck, or van"
Washington,32,male,95000,with,"Car, truck, or van"
Washington,67,male,25800,with,NA
Oregon,67,male,49800,with,NA
Washington,82,female,23500,with,NA
Oregon,45,male,240000,with,"Car, truck, or van"
Washington,63,female,100000,with,Other
Oregon,58,female,18700,with,"Car, truck, or van"
Oregon,72,female,11000,with,NA
Oregon,48,male,17800,with,NA
Oregon,31,male,42000,with,"Car, truck, or van"
Oregon,72,female,67800,with,NA
Oregon,46,male,37001,with,"Car, truck, or van"
Washington,57,female,63000,with,"Car, truck, or van"
Washington,65,female,29000,with,"Car, truck, or van"
Oregon,89,female,15300,with,NA
Oregon,62,female,15600,with,NA
Washington,38,male,55000,with,Walked
Washington,33,male,44700,with,Walked
Washington,21,female,5000,with,"Car, truck, or van"
Washington,72,female,11230,with,NA
Oregon,56,female,25100,with,"Car, truck, or van"
Oregon,69,female,8900,with,NA
Oregon,37,male,85100,with,"Car, truck, or van"
Washington,43,female,30100,without,Worked at home
Washington,37,female,50000,without,"Car, truck, or van"
Oregon,39,female,25000,with,"Car, truck, or van"
Washington,52,female,117000,with,"Car, truck, or van"
Oregon,94,male,225500,with,NA
Oregon,81,female,39800,with,NA
Washington,84,female,25000,with,NA
Washington,50,female,57000,with,"Car, truck, or van"
Oregon,37,female,9200,with,NA
Washington,54,female,0,without,NA
Washington,57,female,102000,with,"Car, truck, or van"
Oregon,34,female,41700,with,"Car, truck, or van"
Washington,32,male,50000,with,"Car, truck, or van"
Oregon,35,male,60000,with,"Car, truck, or van"
Washington,76,male,53400,with,NA
Washington,41,male,110000,with,Bus or trolley bus
Washington,83,female,279600,with,NA
Washington,71,female,25600,with,NA
Washington,19,female,0,with,NA
Washington,58,male,30000,with,NA
Oregon,57,male,127000,with,"Car, truck, or van"
Washington,28,female,2020,with,NA
Oregon,63,male,32030,with,NA
Washington,75,female,11800,with,NA
Washington,41,male,110000,with,"Car, truck, or van"
Washington,55,male,36000,with,"Car, truck, or van"
Washington,43,male,97000,with,"Car, truck, or van"
Washington,45,male,118100,with,"Car, truck, or van"
Washington,28,female,4300,with,NA
Washington,69,female,72400,with,NA
Washington,59,female,100000,with,Worked at home
Washington,76,female,57000,with,NA
Washington,31,male,60000,with,"Car, truck, or van"
Washington,38,male,150000,with,"Car, truck, or van"
Oregon,74,male,11300,with,NA
Washington,42,male,23000,without,NA
Oregon,29,female,10001,with,"Car, truck, or van"
Washington,75,male,23000,with,NA
Washington,67,male,86400,with,NA
Oregon,45,male,84000,with,"Car, truck, or van"
Washington,69,male,16850,with,NA
Washington,47,female,31000,with,"Car, truck, or van"
Washington,57,female,52000,with,Worked at home
Oregon,42,male,70000,with,"Car, truck, or van"
Washington,90,female,35900,with,NA
Washington,61,female,7500,with,NA
Washington,59,female,65000,with,"Car, truck, or van"
Washington,32,female,0,with,NA
Washington,74,female,27000,with,NA
Oregon,44,female,3000,with,"Car, truck, or van"
Oregon,61,male,83190,with,"Car, truck, or van"
Washington,82,male,21700,with,NA
Oregon,28,female,35000,with,"Car, truck, or van"
Washington,68,female,46600,with,"Car, truck, or van"
Washington,77,male,34900,with,NA
Washington,36,female,53000,with,"Car, truck, or van"
Washington,37,male,18000,without,"Car, truck, or van"
Washington,23,male,42600,with,Bus or trolley bus
Oregon,34,female,50000,with,Other
Washington,56,male,20000,with,"Car, truck, or van"
Oregon,65,male,77000,with,Walked
Oregon,69,female,9300,with,NA
Washington,29,female,43000,with,"Car, truck, or van"
Washington,73,male,17300,with,NA
Washington,62,female,25100,with,"Car, truck, or van"
Oregon,32,male,55000,with,"Car, truck, or van"
Washington,94,male,172000,with,NA
Washington,55,male,37000,with,Bus or trolley bus
Washington,35,female,65000,with,Bus or trolley bus
Oregon,74,male,53600,with,NA
Oregon,46,male,78000,with,"Car, truck, or van"
Washington,79,male,44180,with,"Car, truck, or van"
Washington,37,female,44800,with,NA
Oregon,47,female,27000,with,"Car, truck, or van"
Washington,50,female,0,without,NA
Oregon,40,female,55000,with,"Car, truck, or van"
Washington,50,female,48100,with,"Car, truck, or van"
Washington,75,male,5500,with,NA
Washington,75,male,19500,with,NA
Washington,56,male,29200,with,"Car, truck, or van"
Oregon,33,male,40000,with,"Car, truck, or van"
Washington,46,male,19000,without,Walked
Oregon,69,female,28000,with,NA
Oregon,75,male,124400,with,NA
Washington,58,female,29000,with,"Car, truck, or van"
Washington,90,male,32900,with,NA
Washington,38,female,48000,with,"Car, truck, or van"
Washington,33,female,50000,with,"Car, truck, or van"
Oregon,71,female,43300,with,NA
Washington,62,female,25000,with,NA
Washington,31,male,64000,with,"Car, truck, or van"
Washington,86,female,55400,with,NA
Washington,54,female,103001,with,"Car, truck, or van"
Washington,61,female,44000,with,"Car, truck, or van"
Oregon,75,male,11700,with,NA
Washington,41,female,50000,with,Worked at home
Washington,62,female,65000,with,"Car, truck, or van"
Washington,59,female,50000,with,"Car, truck, or van"
Washington,51,female,15000,without,"Car, truck, or van"
Washington,27,female,0,with,NA
Washington,32,female,55210,with,"Car, truck, or van"
Oregon,77,female,25000,with,NA
Washington,31,male,31000,with,"Car, truck, or van"
Washington,48,male,95000,with,"Car, truck, or van"
Washington,59,female,14100,with,"Car, truck, or van"
Oregon,83,female,1500,with,NA
Washington,52,female,80000,with,"Car, truck, or van"
Washington,50,male,15900,with,"Car, truck, or van"
Washington,62,male,51000,with,"Car, truck, or van"
Washington,28,male,120000,with,"Car, truck, or van"
Oregon,60,female,42000,with,"Car, truck, or van"
Washington,86,male,60800,with,NA
Oregon,69,female,54000,with,NA
Oregon,30,male,102700,with,Worked at home
Washington,46,male,25000,without,"Car, truck, or van"
Washington,24,female,0,with,NA
Washington,89,female,20800,with,NA
Oregon,42,male,20000,with,NA
Washington,56,male,16600,with,NA
Washington,57,male,90000,with,NA
Oregon,24,male,50000,with,"Car, truck, or van"
Washington,84,male,31210,with,NA
Oregon,63,male,32000,with,"Car, truck, or van"
Washington,68,male,0,with,NA
Washington,52,female,6000,with,NA
Washington,54,male,13000,without,"Car, truck, or van"
Washington,42,male,33200,with,"Car, truck, or van"
Washington,49,female,0,with,NA
Washington,43,male,250000,with,"Car, truck, or van"
Washington,46,female,93000,with,"Car, truck, or van"
Washington,26,male,100000,with,Bicycle
Washington,52,female,83000,with,"Car, truck, or van"
Washington,71,female,88800,with,"Car, truck, or van"
Oregon,59,female,60000,with,"Car, truck, or van"
Washington,51,male,68000,with,"Car, truck, or van"
Oregon,59,male,106000,with,NA
Washington,55,female,18200,with,"Car, truck, or van"
Oregon,29,female,38000,with,"Car, truck, or van"
Washington,49,female,9300,with,NA
Oregon,61,male,38400,with,NA
Washington,40,female,70000,with,"Car, truck, or van"
Washington,48,female,0,with,NA
Oregon,58,female,48000,with,"Car, truck, or van"
Washington,43,female,60000,with,"Car, truck, or van"
Washington,78,male,21600,with,NA
Oregon,65,female,3300,with,"Car, truck, or van"
Washington,37,male,48000,with,"Car, truck, or van"
Washington,73,male,26100,with,NA
Washington,58,female,55000,with,Other
Oregon,61,male,120000,with,"Car, truck, or van"
Washington,85,female,83800,with,NA
Washington,65,female,138200,with,"Car, truck, or van"
Oregon,37,female,16600,with,"Car, truck, or van"
Washington,60,female,140000,with,"Car, truck, or van"
Washington,38,male,28000,with,"Car, truck, or van"
Oregon,65,female,16100,with,NA
Oregon,22,male,10000,without,"Car, truck, or van"
Washington,21,female,8800,with,"Car, truck, or van"
Oregon,28,female,1300,with,NA
Oregon,39,male,406000,with,"Car, truck, or van"
Washington,53,female,50000,with,"Car, truck, or van"
Washington,50,female,21100,with,"Car, truck, or van"
Washington,73,male,74000,with,NA
Oregon,70,female,7700,with,NA
Washington,60,female,10800,with,NA
Oregon,58,female,0,without,NA
Washington,47,female,90000,with,"Car, truck, or van"
Washington,53,male,50000,with,"Car, truck, or van"
Washington,68,male,11200,with,NA
Oregon,34,female,42000,with,Bus or trolley bus
Washington,65,male,695000,with,"Car, truck, or van"
Washington,94,male,33100,with,NA
Washington,69,male,60200,with,"Car, truck, or van"
Washington,87,female,15000,with,NA
Oregon,55,male,70000,with,"Car, truck, or van"
Washington,41,male,95000,with,"Car, truck, or van"
Oregon,35,female,4244,with,"Car, truck, or van"
Oregon,73,female,15550,with,NA
Washington,41,male,72000,with,"Car, truck, or van"
Washington,60,female,0,with,NA
Washington,67,male,51400,with,NA
Oregon,45,male,75000,with,"Car, truck, or van"
Washington,59,male,70000,with,Bus or trolley bus
Washington,64,male,46500,with,"Car, truck, or van"
Washington,61,male,57000,with,NA
Washington,50,female,40000,with,"Car, truck, or van"
Washington,36,female,35600,with,NA
Washington,76,male,2530,with,NA
Washington,78,male,166000,with,"Car, truck, or van"
Oregon,77,male,255800,with,NA
Washington,70,male,18400,with,NA
Oregon,55,female,780,with,NA
Oregon,76,female,20300,with,NA
Washington,63,female,64000,with,"Car, truck, or van"
Washington,29,male,90000,with,"Car, truck, or van"
Washington,27,female,30400,with,"Car, truck, or van"
Washington,94,female,13100,with,NA
Washington,37,male,55000,with,"Car, truck, or van"
Washington,88,female,8700,with,NA
Oregon,60,male,58000,with,"Car, truck, or van"
Washington,27,male,98000,with,"Car, truck, or van"
Washington,78,male,26400,with,NA
Washington,64,male,110000,with,"Car, truck, or van"
Washington,54,female,29000,with,Bus or trolley bus
Washington,53,female,104000,with,"Car, truck, or van"
Washington,31,male,48300,with,"Car, truck, or van"
Oregon,20,male,406000,with,"Car, truck, or van"
Washington,59,male,14000,without,NA
Washington,59,female,28000,with,NA
Washington,78,male,95800,with,NA
Oregon,56,male,95500,with,Worked at home
Washington,69,male,1800,with,NA
Washington,55,male,34000,with,"Car, truck, or van"
Oregon,51,female,0,with,NA
Oregon,42,female,70000,with,"Car, truck, or van"
Oregon,76,female,14400,with,NA
Washington,74,female,13800,with,NA
Washington,48,male,78000,with,"Car, truck, or van"
Oregon,62,female,63500,with,"Car, truck, or van"
Oregon,39,male,60000,with,"Car, truck, or van"
Washington,33,female,53000,with,"Car, truck, or van"
Washington,25,male,4400,with,NA
Washington,64,male,82000,with,"Car, truck, or van"
Washington,30,female,40000,with,"Car, truck, or van"
Oregon,39,female,41500,with,Bus or trolley bus
Washington,73,male,72900,with,NA
Washington,64,male,23700,with,NA
Washington,46,male,467000,with,"Car, truck, or van"
Washington,67,female,391500,with,"Car, truck, or van"
Oregon,36,male,40000,with,"Car, truck, or van"
Washington,61,male,49000,with,"Car, truck, or van"
Washington,61,female,0,with,NA
Washington,61,female,53000,with,NA
Washington,75,female,31500,with,NA
Oregon,55,female,20300,with,"Car, truck, or van"
Oregon,27,female,2400,with,"Car, truck, or van"
Oregon,34,female,34000,with,Bicycle
Oregon,73,male,49200,with,NA
Washington,37,male,45600,with,"Car, truck, or van"
Washington,65,female,25230,with,"Car, truck, or van"
Washington,73,female,14000,with,NA
Washington,23,female,24000,with,NA
Oregon,34,female,102000,with,"Car, truck, or van"
Washington,41,male,130150,with,"Car, truck, or van"
Oregon,63,male,130000,with,Worked at home
Washington,52,female,112000,with,"Car, truck, or van"
Washington,61,male,56000,with,"Car, truck, or van"
Oregon,36,female,68000,with,"Car, truck, or van"
Oregon,50,male,24000,with,"Car, truck, or van"
Washington,54,female,0,with,NA
Washington,30,female,48000,with,"Car, truck, or van"
Washington,33,male,20000,with,"Car, truck, or van"
Washington,34,male,76000,with,"Car, truck, or van"
Washington,77,male,61500,with,NA
Washington,74,female,15200,with,NA
Oregon,42,male,150000,with,Worked at home
Oregon,66,female,15300,with,NA
Washington,25,female,61000,with,Bus or trolley bus
Oregon,66,male,20000,with,NA
Washington,62,female,39500,with,NA
Oregon,47,female,120000,with,"Car, truck, or van"
Oregon,79,female,26300,with,NA
Oregon,39,female,52010,with,"Car, truck, or van"
Washington,68,female,6000,with,NA
Oregon,60,male,50000,without,NA
Washington,35,female,22000,with,"Car, truck, or van"
Washington,55,male,65000,with,"Car, truck, or van"
Washington,62,male,5000,without,NA
Washington,71,male,82400,with,NA
Washington,80,female,2800,with,NA
Oregon,42,female,0,with,NA
Washington,42,male,26170,with,"Car, truck, or van"
Oregon,33,female,40000,with,"Car, truck, or van"
Washington,47,male,80000,with,"Car, truck, or van"
Washington,27,male,25000,with,"Car, truck, or van"
Washington,55,female,64000,with,"Car, truck, or van"
Washington,48,male,200000,with,"Car, truck, or van"
Washington,54,female,6100,with,NA
Washington,78,female,8800,with,NA
Washington,64,female,10300,with,"Car, truck, or van"
Washington,59,male,127000,with,"Car, truck, or van"
Washington,47,female,69800,with,"Car, truck, or van"
Washington,75,female,10000,with,NA
Oregon,41,male,15000,with,"Car, truck, or van"
Washington,37,male,30000,with,"Car, truck, or van"
Oregon,72,female,31400,with,NA
Washington,23,male,17000,with,"Car, truck, or van"
Washington,76,female,8200,with,NA
Washington,35,female,5500,with,NA
Oregon,69,female,71000,with,NA
Washington,48,male,6700,with,NA
Washington,67,male,85530,with,Bus or trolley bus
Washington,68,male,53000,with,"Car, truck, or van"
Washington,56,female,27000,with,"Car, truck, or van"
Washington,57,male,66620,with,"Car, truck, or van"
Washington,65,male,52430,with,NA
Washington,37,male,20000,without,"Car, truck, or van"
Oregon,73,male,21900,with,"Car, truck, or van"
Washington,34,male,20000,with,"Car, truck, or van"
Washington,38,female,2900,with,NA
Oregon,47,female,22500,with,NA
Oregon,78,female,14100,with,NA
Washington,26,male,60000,with,"Car, truck, or van"
Oregon,28,male,12000,with,NA
Washington,73,female,36000,with,NA
Oregon,34,male,52000,with,"Car, truck, or van"
Oregon,28,male,65000,with,"Car, truck, or van"
Oregon,66,female,106800,with,"Car, truck, or van"
Washington,35,male,26400,with,"Car, truck, or van"
Washington,54,male,89000,with,"Car, truck, or van"
Washington,61,male,68000,with,"Car, truck, or van"
Oregon,66,male,80000,with,NA
Oregon,44,male,15230,with,"Car, truck, or van"
Washington,24,female,20300,with,NA
Washington,63,male,35000,with,"Car, truck, or van"
Washington,49,female,160,with,NA
Washington,36,female,52000,with,"Car, truck, or van"
Oregon,61,female,40000,with,NA
Oregon,42,male,44000,with,"Car, truck, or van"
Oregon,53,female,10800,with,"Car, truck, or van"
Washington,55,male,160000,with,Other
Washington,36,female,25700,with,Worked at home
Oregon,88,female,27700,with,NA
Washington,69,male,49000,with,NA
Washington,58,female,60100,with,Worked at home
Oregon,74,female,12600,with,NA
Washington,44,male,49230,with,"Car, truck, or van"
Oregon,69,female,28000,with,NA
Washington,41,female,43000,with,"Car, truck, or van"
Washington,41,male,45000,with,Other
Washington,39,female,0,with,NA
Washington,33,male,82000,with,Bus or trolley bus
Oregon,54,female,91040,with,"Car, truck, or van"
Washington,59,female,11300,with,NA
Oregon,69,female,41550,with,NA
Oregon,54,male,11000,with,"Car, truck, or van"
Washington,27,male,60000,with,"Car, truck, or van"
Washington,47,female,200000,with,Worked at home
Oregon,65,male,25000,with,"Car, truck, or van"
Washington,43,male,32000,with,"Car, truck, or van"
Washington,75,female,109800,with,"Car, truck, or van"
Washington,62,female,3960,with,NA
Oregon,36,female,0,with,NA
Washington,20,male,1200,with,NA
Washington,66,male,29400,with,NA
Oregon,46,female,14400,with,"Car, truck, or van"
Washington,66,male,38000,with,NA
Oregon,74,male,99200,with,Worked at home
Washington,56,male,86000,with,"Car, truck, or van"
Washington,67,female,33800,with,NA
Oregon,62,female,22600,with,NA
Oregon,26,female,27000,with,"Car, truck, or van"
Washington,59,male,62300,with,NA
Washington,40,male,104800,with,"Car, truck, or van"
Oregon,42,female,31000,with,"Car, truck, or van"
Washington,80,female,20060,with,"Car, truck, or van"
Washington,32,male,28000,with,"Car, truck, or van"
Washington,73,male,10900,with,NA
Washington,52,male,118000,with,"Car, truck, or van"
Washington,62,male,100000,with,Worked at home
Oregon,44,female,5200,with,"Car, truck, or van"
Oregon,69,male,38500,with,NA
Washington,31,female,25200,with,"Car, truck, or van"
Washington,66,female,53001,with,NA
Washington,59,male,47000,with,NA
Oregon,86,male,34000,with,NA
Oregon,43,male,15100,with,Bicycle
Oregon,46,female,200000,with,"Car, truck, or van"
Washington,56,male,80000,with,"Car, truck, or van"
Oregon,89,male,18700,with,NA
Washington,35,female,51000,with,Walked
Oregon,57,male,15000,with,"Car, truck, or van"
Washington,24,female,25000,with,"Car, truck, or van"
Oregon,85,female,3500,with,NA
Washington,29,male,71000,with,"Car, truck, or van"
Oregon,44,female,0,with,NA
Washington,51,male,102000,with,"Car, truck, or van"
Washington,85,male,2900,with,NA
Oregon,59,female,109500,with,NA
Washington,59,male,0,with,NA
Oregon,63,female,36920,with,"Car, truck, or van"
Oregon,25,female,24500,with,NA
Oregon,35,male,64000,with,"Car, truck, or van"
Washington,40,male,51000,with,"Car, truck, or van"
Oregon,65,female,34600,with,"Car, truck, or van"
Washington,67,male,45500,with,"Car, truck, or van"
Oregon,80,female,8300,with,NA
Washington,71,female,11300,with,NA
Oregon,55,male,30000,with,"Car, truck, or van"
Washington,33,male,32000,with,"Car, truck, or van"
Washington,82,male,80000,with,"Car, truck, or van"
Washington,49,male,75000,with,"Car, truck, or van"
Washington,72,female,25300,with,Other
Oregon,46,female,121500,with,"Car, truck, or van"
Oregon,46,female,40000,with,"Car, truck, or van"
Washington,66,female,20400,with,Worked at home
Washington,25,female,16000,with,"Car, truck, or van"
Oregon,76,male,75100,with,NA
Washington,72,male,23400,with,NA
Oregon,72,female,17700,with,NA
Oregon,43,female,80000,without,"Car, truck, or van"
Oregon,54,male,170000,with,Worked at home
Washington,74,male,91100,with,NA
Washington,50,female,1100,with,"Car, truck, or van"
Washington,24,female,0,with,NA
Washington,56,female,39000,with,NA
Oregon,43,female,9600,with,"Car, truck, or van"
Oregon,50,male,35500,with,"Car, truck, or van"
Oregon,32,male,125000,with,Bus or trolley bus
Washington,69,female,69000,with,NA
Washington,52,male,44000,with,"Car, truck, or van"
Washington,83,female,6500,with,NA
Washington,71,female,40500,with,"Car, truck, or van"
Oregon,73,female,39100,with,"Car, truck, or van"
Oregon,59,male,40900,with,"Car, truck, or van"
Washington,33,male,75750,with,"Car, truck, or van"
Washington,82,female,21400,with,NA
Oregon,42,male,35100,with,"Car, truck, or van"
Washington,34,male,24000,with,"Car, truck, or van"
Washington,45,female,117160,with,Other
