household_id,state,person,age,total_income
1022947,Washington,husband,62,55000
1022947,Washington,wife,56,52000
1023682,Oregon,husband,32,9000
1023682,Oregon,wife,42,14900
1024191,Washington,husband,40,82000
1024191,Washington,wife,38,0
1024804,Washington,husband,68,94000
1024804,Washington,wife,57,6000
1027244,Washington,husband,76,58300
1027244,Washington,wife,76,10400
1027998,Washington,husband,37,40000
1027998,Washington,wife,30,31300
1028101,Washington,husband,58,80000
1028101,Washington,wife,55,45000
1028538,Washington,husband,33,100000
1028538,Washington,wife,30,130000
1029037,Washington,husband,30,48000
1029037,Washington,wife,29,84000
1029976,Washington,husband,82,40800
1029976,Washington,wife,77,26200
1030099,Oregon,husband,74,44200
1030099,Oregon,wife,74,10200
1030362,Oregon,husband,63,21200
1030362,Oregon,wife,58,18000
1030690,Washington,husband,79,19410
1030690,Washington,wife,76,8100
1031997,Oregon,husband,44,73000
1031997,Oregon,wife,47,0
1032165,Oregon,husband,46,55000
1032165,Oregon,wife,49,108000
1033155,Washington,husband,41,222600
1033155,Washington,wife,47,0
1033723,Oregon,husband,55,83000
1033723,Oregon,wife,46,1200
1034066,Oregon,husband,74,22900
1034066,Oregon,wife,69,6200
1034952,Oregon,husband,61,0
1034952,Oregon,wife,62,85000
1035500,Washington,husband,40,144000
1035500,Washington,wife,30,72000
1035913,Oregon,husband,42,22500
1035913,Oregon,wife,43,22500
1037951,Washington,husband,38,48000
1037951,Washington,wife,36,52000
1038682,Oregon,husband,37,33400
1038682,Oregon,wife,45,5530
1038894,Washington,husband,62,80000
1038894,Washington,wife,59,31500
1040143,Oregon,husband,34,30000
1040143,Oregon,wife,32,30000
1040335,Washington,husband,67,39600
1040335,Washington,wife,67,18400
1041033,Oregon,husband,30,5000
1041033,Oregon,wife,29,10000
1042051,Washington,husband,39,98000
1042051,Washington,wife,37,0
1042817,Oregon,husband,53,49700
1042817,Oregon,wife,51,20000
1043433,Washington,husband,42,100000
1043433,Washington,wife,42,15700
1043637,Oregon,husband,35,50000
1043637,Oregon,wife,35,42000
1044007,Washington,husband,78,17000
1044007,Washington,wife,65,40000
1044295,Washington,husband,81,63460
1044295,Washington,wife,80,9530
1045903,Washington,husband,67,44000
1045903,Washington,wife,66,40900
1046176,Washington,husband,46,40000
1046176,Washington,wife,55,30000
1046218,Washington,husband,82,27300
1046218,Washington,wife,73,7100
1048222,Oregon,husband,65,150000
1048222,Oregon,wife,68,110000
1048507,Oregon,husband,68,47900
1048507,Oregon,wife,67,7000
1048613,Washington,husband,57,100000
1048613,Washington,wife,51,25000
1049609,Washington,husband,27,24000
1049609,Washington,wife,25,7000
1049798,Oregon,husband,29,55400
1049798,Oregon,wife,30,30000
1050834,Washington,husband,76,36000
1050834,Washington,wife,67,8400
1050850,Oregon,husband,57,22000
1050850,Oregon,wife,49,13100
1050877,Washington,husband,25,47000
1050877,Washington,wife,23,0
1051252,Oregon,husband,64,22900
1051252,Oregon,wife,66,19000
1052494,Oregon,husband,64,209000
1052494,Oregon,wife,64,95200
1053795,Oregon,husband,31,50000
1053795,Oregon,wife,29,0
1053925,Washington,husband,27,55000
1053925,Washington,wife,27,48000
1055450,Oregon,husband,66,186000
1055450,Oregon,wife,58,35000
1056300,Oregon,husband,32,56200
1056300,Oregon,wife,32,55000
1056480,Oregon,husband,43,60000
1056480,Oregon,wife,40,30000
1058551,Oregon,husband,49,132000
1058551,Oregon,wife,47,132000
1059098,Washington,husband,73,17300
1059098,Washington,wife,74,4500
1059114,Washington,husband,28,55000
1059114,Washington,wife,32,55000
1059195,Washington,husband,59,60000
1059195,Washington,wife,53,0
1059373,Washington,husband,70,57900
1059373,Washington,wife,68,49200
1059722,Oregon,husband,41,50000
1059722,Oregon,wife,40,50000
1060690,Oregon,husband,59,0
1060690,Oregon,wife,55,83500
1060967,Washington,husband,65,33100
1060967,Washington,wife,61,37100
1060975,Washington,husband,46,85000
1060975,Washington,wife,44,35000
1061391,Washington,husband,70,57600
1061391,Washington,wife,67,23800
1062087,Oregon,husband,60,208200
1062087,Oregon,wife,59,0
1062179,Washington,husband,71,16280
1062179,Washington,wife,76,17000
1062450,Oregon,husband,61,56150
1062450,Oregon,wife,57,19200
1062496,Washington,husband,72,22500
1062496,Washington,wife,61,80000
1063720,Washington,husband,56,49000
1063720,Washington,wife,56,19200
1064697,Oregon,husband,36,26400
1064697,Oregon,wife,34,19800
1064827,Oregon,husband,73,48400
1064827,Oregon,wife,60,26600
1065246,Oregon,husband,46,711000
1065246,Oregon,wife,45,0
1066008,Washington,husband,56,40000
1066008,Washington,wife,60,65000
1066415,Oregon,husband,35,16000
1066415,Oregon,wife,35,2400
1066586,Washington,husband,58,25000
1066586,Washington,wife,46,60000
1067264,Washington,husband,36,165000
1067264,Washington,wife,29,0
1068097,Washington,husband,59,122000
1068097,Washington,wife,53,8200
1068421,Oregon,husband,65,21700
1068421,Oregon,wife,60,83000
1069728,Oregon,husband,52,188000
1069728,Oregon,wife,49,85000
1070686,Oregon,husband,49,90000
1070686,Oregon,wife,57,30200
1072270,Washington,husband,60,195400
1072270,Washington,wife,59,0
1072278,Washington,husband,67,41100
1072278,Washington,wife,66,21900
1072715,Washington,husband,29,22000
1072715,Washington,wife,22,15000
1072749,Oregon,husband,40,38400
1072749,Oregon,wife,36,5000
1073832,Washington,husband,76,26100
1073832,Washington,wife,73,9300
1076698,Oregon,husband,58,84600
1076698,Oregon,wife,58,600
1078827,Oregon,husband,74,37500
1078827,Oregon,wife,73,33600
1080341,Washington,husband,52,157200
1080341,Washington,wife,43,68500
1080895,Washington,husband,83,15600
1080895,Washington,wife,75,7200
1083363,Oregon,husband,71,22400
1083363,Oregon,wife,69,17900
1083416,Oregon,husband,81,22400
1083416,Oregon,wife,67,7600
1086796,Washington,husband,64,156000
1086796,Washington,wife,61,33600
1088213,Oregon,husband,39,6500
1088213,Oregon,wife,36,19200
1089098,Washington,husband,76,16100
1089098,Washington,wife,75,8900
1089114,Washington,husband,39,70000
1089114,Washington,wife,38,0
1089451,Oregon,husband,49,87000
1089451,Oregon,wife,43,58000
1090049,Washington,husband,60,110000
1090049,Washington,wife,60,89800
1091377,Oregon,husband,45,120000
1091377,Oregon,wife,42,2000
1092769,Oregon,husband,75,47100
1092769,Oregon,wife,76,34500
1092848,Oregon,husband,65,0
1092848,Oregon,wife,64,65000
1093967,Oregon,husband,36,100000
1093967,Oregon,wife,32,60000
1094112,Washington,husband,33,115000
1094112,Washington,wife,32,20000
1094869,Oregon,husband,41,56000
1094869,Oregon,wife,30,80000
1096387,Oregon,husband,55,18000
1096387,Oregon,wife,50,6500
1096735,Washington,husband,57,0
1096735,Washington,wife,57,97000
1098185,Oregon,husband,49,31400
1098185,Oregon,wife,55,3000
1098217,Oregon,husband,49,60000
1098217,Oregon,wife,44,70000
1098740,Washington,husband,36,85000
1098740,Washington,wife,29,35000
1100272,Oregon,husband,72,51640
1100272,Oregon,wife,63,13100
1100293,Washington,husband,70,27500
1100293,Washington,wife,71,11000
1101190,Oregon,husband,80,23200
1101190,Oregon,wife,66,9800
1101394,Oregon,husband,35,1300
1101394,Oregon,wife,36,40800
1102083,Washington,husband,68,44900
1102083,Washington,wife,68,20400
1102673,Washington,husband,38,467000
1102673,Washington,wife,40,0
1102740,Washington,husband,26,55000
1102740,Washington,wife,26,22300
1103596,Oregon,husband,50,27500
1103596,Oregon,wife,50,35000
1104752,Washington,husband,26,62000
1104752,Washington,wife,23,15000
1105279,Oregon,husband,78,24000
1105279,Oregon,wife,75,12400
1106610,Oregon,husband,33,38000
1106610,Oregon,wife,30,9800
1108903,Oregon,husband,67,17700
1108903,Oregon,wife,63,33900
1108944,Washington,husband,71,16900
1108944,Washington,wife,63,18000
1109691,Oregon,husband,66,74700
1109691,Oregon,wife,63,9800
1109819,Oregon,husband,39,136000
1109819,Oregon,wife,41,30000
1110629,Washington,husband,55,130000
1110629,Washington,wife,58,40000
1110865,Washington,husband,53,110000
1110865,Washington,wife,50,40000
1111340,Oregon,husband,72,33300
1111340,Oregon,wife,72,60900
1113208,Washington,husband,68,45000
1113208,Washington,wife,66,21200
1114713,Washington,husband,63,141200
1114713,Washington,wife,62,57200
1115158,Washington,husband,35,82000
1115158,Washington,wife,28,4100
1115477,Washington,husband,50,21200
1115477,Washington,wife,56,63000
1117204,Oregon,husband,48,51000
1117204,Oregon,wife,46,49200
1117516,Oregon,husband,60,130100
1117516,Oregon,wife,59,0
1117974,Oregon,husband,34,77000
1117974,Oregon,wife,32,20000
1118656,Oregon,husband,50,26100
1118656,Oregon,wife,69,0
1119542,Oregon,husband,46,42000
1119542,Oregon,wife,44,11004
1120212,Washington,husband,34,103000
1120212,Washington,wife,35,480
1120568,Washington,husband,65,0
1120568,Washington,wife,69,11000
1120587,Oregon,husband,56,174400
1120587,Oregon,wife,50,46000
1122140,Oregon,husband,82,16200
1122140,Oregon,wife,75,6500
1124038,Oregon,husband,51,130000
1124038,Oregon,wife,51,40000
1124338,Washington,husband,46,58000
1124338,Washington,wife,46,21000
1124461,Washington,husband,32,74000
1124461,Washington,wife,27,0
1125740,Washington,husband,78,1700
1125740,Washington,wife,74,14400
1126965,Washington,husband,71,26100
1126965,Washington,wife,67,12200
1128065,Oregon,husband,42,98000
1128065,Oregon,wife,38,47000
1128144,Oregon,husband,79,47400
1128144,Oregon,wife,78,31900
1128702,Oregon,husband,57,7500
1128702,Oregon,wife,53,0
1128849,Washington,husband,52,141000
1128849,Washington,wife,52,0
1128919,Oregon,husband,26,23000
1128919,Oregon,wife,25,28000
1129863,Washington,husband,66,38100
1129863,Washington,wife,62,9050
1132097,Oregon,husband,50,54000
1132097,Oregon,wife,54,100
1132289,Oregon,husband,42,67200
1132289,Oregon,wife,35,0
1132538,Washington,husband,36,288000
1132538,Washington,wife,35,1000
1132761,Oregon,husband,40,31400
1132761,Oregon,wife,49,31300
1132794,Washington,husband,49,477000
1132794,Washington,wife,50,700
1133848,Oregon,husband,34,60000
1133848,Oregon,wife,34,2000
1135008,Oregon,husband,76,359000
1135008,Oregon,wife,73,10000
1135546,Oregon,husband,66,47900
1135546,Oregon,wife,61,0
1135567,Oregon,husband,47,5000
1135567,Oregon,wife,52,0
1136268,Oregon,husband,86,34000
1136268,Oregon,wife,73,6600
1138802,Washington,husband,63,1100
1138802,Washington,wife,60,7000
1138861,Washington,husband,34,42000
1138861,Washington,wife,31,28800
1139264,Washington,husband,26,70000
1139264,Washington,wife,26,9400
1140808,Oregon,husband,55,42000
1140808,Oregon,wife,50,3000
1141484,Washington,husband,54,0
1141484,Washington,wife,31,10000
1141543,Oregon,husband,58,30400
1141543,Oregon,wife,55,15200
1141778,Oregon,husband,35,40300
1141778,Oregon,wife,28,27600
1145398,Oregon,husband,70,57800
1145398,Oregon,wife,69,31200
1145632,Washington,husband,66,128700
1145632,Washington,wife,66,9000
1145782,Washington,husband,37,150000
1145782,Washington,wife,34,8000
1146202,Oregon,husband,65,4800
1146202,Oregon,wife,59,0
1146212,Oregon,husband,37,88000
1146212,Oregon,wife,35,21200
1148756,Oregon,husband,80,41800
1148756,Oregon,wife,67,14500
1148781,Washington,husband,54,69110
1148781,Washington,wife,45,59000
1148882,Washington,husband,41,110000
1148882,Washington,wife,33,700
1149774,Washington,husband,46,92000
1149774,Washington,wife,45,3500
1150150,Oregon,husband,45,20000
1150150,Oregon,wife,42,40000
1152093,Oregon,husband,44,100050
1152093,Oregon,wife,45,50
1153511,Oregon,husband,57,160000
1153511,Oregon,wife,57,0
1153516,Washington,husband,35,46000
1153516,Washington,wife,32,210000
1154148,Washington,husband,33,28000
1154148,Washington,wife,29,18600
1154588,Washington,husband,41,49000
1154588,Washington,wife,45,51000
1155345,Washington,husband,65,467000
1155345,Washington,wife,65,0
1155398,Oregon,husband,66,17500
1155398,Oregon,wife,58,80000
1155623,Oregon,husband,31,60000
1155623,Oregon,wife,31,20000
1158622,Oregon,husband,35,16000
1158622,Oregon,wife,36,3000
1159161,Oregon,husband,45,69000
1159161,Oregon,wife,33,48000
1159584,Washington,husband,71,64000
1159584,Washington,wife,69,30900
1160986,Oregon,husband,41,22000
1160986,Oregon,wife,40,0
1161411,Washington,husband,37,50000
1161411,Washington,wife,35,0
1162346,Washington,husband,49,250000
1162346,Washington,wife,49,0
1163284,Oregon,husband,72,58800
1163284,Oregon,wife,74,28640
1163285,Oregon,husband,76,2800
1163285,Oregon,wife,69,15600
1165045,Oregon,husband,37,31500
1165045,Oregon,wife,36,22000
1166747,Washington,husband,43,45000
1166747,Washington,wife,35,83000
1167594,Oregon,husband,46,20000
1167594,Oregon,wife,43,19900
1167892,Oregon,husband,40,8800
1167892,Oregon,wife,32,29000
1168269,Washington,husband,84,36200
1168269,Washington,wife,80,6300
1168515,Oregon,husband,55,125000
1168515,Oregon,wife,49,720
1168627,Washington,husband,28,72000
1168627,Washington,wife,27,10700
1169487,Washington,husband,36,43000
1169487,Washington,wife,34,6000
1171102,Washington,husband,54,60000
1171102,Washington,wife,54,20100
1171800,Oregon,husband,23,12500
1171800,Oregon,wife,23,2500
1172083,Oregon,husband,44,406000
1172083,Oregon,wife,44,3800
1172119,Oregon,husband,67,110500
1172119,Oregon,wife,66,6150
1173484,Washington,husband,65,21700
1173484,Washington,wife,65,30000
1174792,Washington,husband,60,488200
1174792,Washington,wife,54,0
1175167,Oregon,husband,50,60000
1175167,Oregon,wife,53,17000
1177415,Oregon,husband,63,206000
1177415,Oregon,wife,62,20000
1178249,Washington,husband,47,40300
1178249,Washington,wife,45,10000
1178491,Washington,husband,63,31800
1178491,Washington,wife,59,11300
1178528,Oregon,husband,67,161900
1178528,Oregon,wife,66,11000
1179064,Oregon,husband,34,52000
1179064,Oregon,wife,32,45000
1179176,Washington,husband,61,40000
1179176,Washington,wife,59,16000
1179627,Washington,husband,89,57400
1179627,Washington,wife,84,5800
1180121,Oregon,husband,40,43200
1180121,Oregon,wife,32,30000
1180181,Oregon,husband,43,64900
1180181,Oregon,wife,41,29700
1181201,Oregon,husband,85,661000
1181201,Oregon,wife,73,19700
1182718,Oregon,husband,74,102100
1182718,Oregon,wife,77,93000
1183955,Oregon,husband,70,56410
1183955,Oregon,wife,68,12400
1184075,Washington,husband,52,1500
1184075,Washington,wife,47,225000
1184582,Oregon,husband,55,107000
1184582,Oregon,wife,47,0
1185205,Oregon,husband,45,85000
1185205,Oregon,wife,44,22000
1185243,Washington,husband,53,79000
1185243,Washington,wife,45,110000
1185842,Oregon,husband,65,74000
1185842,Oregon,wife,66,27000
1187700,Oregon,husband,78,28100
1187700,Oregon,wife,77,51000
1188245,Oregon,husband,46,150000
1188245,Oregon,wife,45,30000
1189424,Oregon,husband,61,83000
1189424,Oregon,wife,60,83000
1190138,Washington,husband,55,338000
1190138,Washington,wife,55,0
1190304,Oregon,husband,55,48030
1190304,Oregon,wife,46,28000
1190866,Oregon,husband,23,4800
1190866,Oregon,wife,23,17800
1191736,Oregon,husband,59,1400
1191736,Oregon,wife,58,28000
1192332,Oregon,husband,65,8000
1192332,Oregon,wife,66,4400
1192814,Washington,husband,51,132000
1192814,Washington,wife,47,56000
1194693,Washington,husband,59,66000
1194693,Washington,wife,58,38000
1194739,Washington,husband,52,85400
1194739,Washington,wife,51,112700
1195800,Washington,husband,65,58500
1195800,Washington,wife,65,115000
1198354,Washington,husband,40,34600
1198354,Washington,wife,40,45600
1198586,Washington,husband,60,43000
1198586,Washington,wife,53,30000
1198788,Oregon,husband,48,90000
1198788,Oregon,wife,47,24000
1201746,Washington,husband,42,82000
1201746,Washington,wife,34,47000
1201924,Washington,husband,34,85000
1201924,Washington,wife,34,75000
1202337,Washington,husband,78,58400
1202337,Washington,wife,71,172400
1202618,Washington,husband,42,91000
1202618,Washington,wife,41,467000
1202736,Oregon,husband,37,40000
1202736,Oregon,wife,26,20000
1203802,Washington,husband,42,4800
1203802,Washington,wife,46,60000
1204026,Oregon,husband,56,38900
1204026,Oregon,wife,54,0
1205001,Oregon,husband,73,1600
1205001,Oregon,wife,66,6400
1205393,Oregon,husband,49,81000
1205393,Oregon,wife,39,0
1206307,Washington,husband,94,25000
1206307,Washington,wife,94,11000
1207169,Washington,husband,70,25800
1207169,Washington,wife,69,10500
1208184,Washington,husband,59,25000
1208184,Washington,wife,55,10000
1210672,Oregon,husband,50,0
1210672,Oregon,wife,56,50000
1211867,Washington,husband,39,59000
1211867,Washington,wife,39,59000
1212009,Washington,husband,39,20000
1212009,Washington,wife,25,0
1212902,Oregon,husband,53,1100
1212902,Oregon,wife,53,6000
1214836,Washington,husband,70,89750
1214836,Washington,wife,68,46150
1215367,Washington,husband,60,28500
1215367,Washington,wife,58,92000
1216374,Oregon,husband,31,24000
1216374,Oregon,wife,30,0
1216501,Washington,husband,61,45000
1216501,Washington,wife,58,48000
1217039,Washington,husband,72,135000
1217039,Washington,wife,64,3610
1217096,Washington,husband,65,40000
1217096,Washington,wife,67,4800
1217162,Washington,husband,66,16000
1217162,Washington,wife,67,5000
1218462,Oregon,husband,55,54000
1218462,Oregon,wife,48,106080
1220439,Oregon,husband,66,24600
1220439,Oregon,wife,64,24000
1220705,Oregon,husband,32,20100
1220705,Oregon,wife,30,25230
1222018,Washington,husband,68,68300
1222018,Washington,wife,71,24500
1225096,Oregon,husband,51,60000
1225096,Oregon,wife,51,98000
1226886,Washington,husband,76,1600
1226886,Washington,wife,66,63600
1227120,Washington,husband,52,120000
1227120,Washington,wife,45,0
1227319,Oregon,husband,43,77200
1227319,Oregon,wife,46,70000
1227890,Oregon,husband,63,41510
1227890,Oregon,wife,63,22400
1228056,Washington,husband,83,31000
1228056,Washington,wife,80,29400
1228208,Washington,husband,24,35800
1228208,Washington,wife,22,500
1229089,Washington,husband,94,25860
1229089,Washington,wife,90,15500
1229492,Washington,husband,66,63300
1229492,Washington,wife,66,23500
1231066,Oregon,husband,60,101400
1231066,Oregon,wife,68,99000
1231280,Oregon,husband,41,120000
1231280,Oregon,wife,40,3200
1231404,Washington,husband,48,113000
1231404,Washington,wife,45,41000
1232394,Oregon,husband,71,43400
1232394,Oregon,wife,68,10400
1232966,Oregon,husband,52,407000
1232966,Oregon,wife,48,1000
1233060,Oregon,husband,62,215000
1233060,Oregon,wife,54,3600
1235391,Oregon,husband,67,90000
1235391,Oregon,wife,67,12000
1235605,Washington,husband,52,242500
1235605,Washington,wife,51,0
1236147,Oregon,husband,55,179000
1236147,Oregon,wife,56,105000
1236799,Oregon,husband,79,23200
1236799,Oregon,wife,86,24000
1237513,Washington,husband,74,83000
1237513,Washington,wife,64,19200
1237981,Washington,husband,37,24000
1237981,Washington,wife,30,2200
1239601,Oregon,husband,36,27000
1239601,Oregon,wife,46,2500
1243115,Washington,husband,57,80000
1243115,Washington,wife,58,40000
1243433,Washington,husband,56,110000
1243433,Washington,wife,63,6300
1244428,Oregon,husband,64,39300
1244428,Oregon,wife,64,25600
1244494,Washington,husband,66,82000
1244494,Washington,wife,64,42500
1245067,Oregon,husband,62,49300
1245067,Oregon,wife,64,60000
1245184,Oregon,husband,77,12000
1245184,Oregon,wife,75,700
1246243,Oregon,husband,42,135000
1246243,Oregon,wife,42,0
1246248,Washington,husband,44,40000
1246248,Washington,wife,40,24000
1246377,Washington,husband,38,107000
1246377,Washington,wife,32,90000
1247490,Oregon,husband,46,111000
1247490,Oregon,wife,45,600
1247907,Washington,husband,39,131800
1247907,Washington,wife,36,0
1248934,Washington,husband,46,21000
1248934,Washington,wife,43,8800
1251062,Oregon,husband,60,7000
1251062,Oregon,wife,48,20700
1251137,Oregon,husband,47,38000
1251137,Oregon,wife,52,117000
1251885,Washington,husband,38,31000
1251885,Washington,wife,40,70000
1253572,Oregon,husband,30,25000
1253572,Oregon,wife,36,31000
1255728,Washington,husband,35,12000
1255728,Washington,wife,38,76000
1255835,Oregon,husband,73,31300
1255835,Oregon,wife,69,33500
1255939,Washington,husband,83,29300
1255939,Washington,wife,62,36000
1256436,Oregon,husband,86,71620
1256436,Oregon,wife,85,10400
1256721,Washington,husband,76,9000
1256721,Washington,wife,71,8400
1257341,Washington,husband,71,13100
1257341,Washington,wife,72,25400
1257638,Oregon,husband,28,35200
1257638,Oregon,wife,28,19200
1258612,Oregon,husband,72,157950
1258612,Oregon,wife,69,87100
1261878,Oregon,husband,37,24500
1261878,Oregon,wife,37,23000
1262775,Oregon,husband,94,2400
1262775,Oregon,wife,94,15000
1263166,Washington,husband,63,35250
1263166,Washington,wife,62,24000
1265367,Washington,husband,62,48000
1265367,Washington,wife,49,28000
1266323,Washington,husband,32,65000
1266323,Washington,wife,30,4000
1266397,Oregon,husband,82,46550
1266397,Oregon,wife,77,45900
1268506,Oregon,husband,49,20200
1268506,Oregon,wife,50,9000
1269323,Oregon,husband,76,18500
1269323,Oregon,wife,73,9300
1271579,Oregon,husband,67,82000
1271579,Oregon,wife,65,6000
1272119,Oregon,husband,60,60000
1272119,Oregon,wife,61,10900
1272767,Oregon,husband,54,46000
1272767,Oregon,wife,62,25000
1272922,Oregon,husband,94,96100
1272922,Oregon,wife,94,79100
1273101,Oregon,husband,56,109000
1273101,Oregon,wife,61,5000
1273167,Washington,husband,53,214250
1273167,Washington,wife,52,75050
1274077,Oregon,husband,85,229000
1274077,Oregon,wife,82,32400
1275187,Oregon,husband,39,50000
1275187,Oregon,wife,36,18000
1275491,Washington,husband,54,100000
1275491,Washington,wife,62,2400
1276513,Washington,husband,76,46800
1276513,Washington,wife,68,40200
1277200,Washington,husband,43,180000
1277200,Washington,wife,39,80000
1278292,Washington,husband,37,120000
1278292,Washington,wife,34,85600
1281371,Washington,husband,34,2000
1281371,Washington,wife,32,0
1281389,Washington,husband,60,55000
1281389,Washington,wife,61,38000
1281518,Washington,husband,59,14000
1281518,Washington,wife,58,51000
1282674,Washington,husband,58,34000
1282674,Washington,wife,59,0
1282901,Oregon,husband,83,15600
1282901,Oregon,wife,83,7500
1284077,Washington,husband,44,35700
1284077,Washington,wife,40,69000
1284144,Oregon,husband,74,36200
1284144,Oregon,wife,80,7000
1285270,Washington,husband,76,72600
1285270,Washington,wife,53,35000
1286914,Washington,husband,72,83700
1286914,Washington,wife,72,8900
1287297,Oregon,husband,50,180000
1287297,Oregon,wife,50,45000
1288678,Washington,husband,67,32400
1288678,Washington,wife,67,50200
1288848,Washington,husband,74,81900
1288848,Washington,wife,75,6300
1288921,Oregon,husband,70,8700
1288921,Oregon,wife,68,17800
1289620,Washington,husband,42,42000
1289620,Washington,wife,42,15000
1290927,Oregon,husband,59,6500
1290927,Oregon,wife,57,19500
1295253,Oregon,husband,47,106000
1295253,Oregon,wife,46,30000
1295269,Oregon,husband,81,33000
1295269,Oregon,wife,81,19700
1297986,Washington,husband,44,26000
1297986,Washington,wife,44,36000
1298597,Washington,husband,60,203000
1298597,Washington,wife,58,14000
1300028,Washington,husband,70,89400
1300028,Washington,wife,66,6400
1300757,Oregon,husband,87,59000
1300757,Oregon,wife,87,14300
1302847,Oregon,husband,20,7700
1302847,Oregon,wife,18,6000
1303301,Oregon,husband,67,56400
1303301,Oregon,wife,72,8000
1303626,Washington,husband,55,45000
1303626,Washington,wife,57,36000
1304498,Oregon,husband,43,50000
1304498,Oregon,wife,42,0
1304567,Washington,husband,40,30200
1304567,Washington,wife,40,8000
1304766,Washington,husband,39,85000
1304766,Washington,wife,46,76000
1304834,Oregon,husband,81,46800
1304834,Oregon,wife,82,10500
1305699,Oregon,husband,48,88850
1305699,Oregon,wife,43,53050
1306003,Washington,husband,44,65000
1306003,Washington,wife,44,39000
1306455,Oregon,husband,53,45000
1306455,Oregon,wife,53,35000
1307208,Washington,husband,56,100000
1307208,Washington,wife,53,114000
1307998,Washington,husband,50,24000
1307998,Washington,wife,35,0
1308498,Washington,husband,27,52000
1308498,Washington,wife,24,40000
1308940,Oregon,husband,70,52300
1308940,Oregon,wife,69,100900
1309411,Oregon,husband,64,47500
1309411,Oregon,wife,58,30000
1310225,Washington,husband,51,100000
1310225,Washington,wife,44,0
1310555,Washington,husband,75,34200
1310555,Washington,wife,75,30400
1311030,Washington,husband,36,40000
1311030,Washington,wife,36,0
1312045,Washington,husband,26,43000
1312045,Washington,wife,29,0
1312107,Oregon,husband,27,3300
1312107,Oregon,wife,25,0
1314507,Washington,husband,50,50300
1314507,Washington,wife,49,48000
1319037,Washington,husband,55,120200
1319037,Washington,wife,48,11000
1319307,Oregon,husband,52,8000
1319307,Oregon,wife,54,14000
1319524,Oregon,husband,33,36000
1319524,Oregon,wife,33,30500
1319786,Oregon,husband,64,41800
1319786,Oregon,wife,65,8700
1321495,Oregon,husband,74,74600
1321495,Oregon,wife,70,87500
1322020,Oregon,husband,77,49200
1322020,Oregon,wife,69,13500
1322426,Washington,husband,69,72800
1322426,Washington,wife,62,87800
1322755,Oregon,husband,42,18000
1322755,Oregon,wife,36,130000
1323154,Washington,husband,64,145000
1323154,Washington,wife,62,20000
1323801,Washington,husband,33,42000
1323801,Washington,wife,38,0
1324561,Oregon,husband,72,27000
1324561,Oregon,wife,46,46000
1324922,Washington,husband,59,101000
1324922,Washington,wife,57,89000
1325414,Washington,husband,56,54000
1325414,Washington,wife,53,95000
1326424,Washington,husband,67,61000
1326424,Washington,wife,69,11800
1326991,Washington,husband,74,15300
1326991,Washington,wife,62,60000
1327143,Washington,husband,60,125000
1327143,Washington,wife,59,49000
1327213,Oregon,husband,53,3100
1327213,Oregon,wife,47,23800
1330226,Washington,husband,24,21900
1330226,Washington,wife,30,28000
1331282,Washington,husband,86,51000
1331282,Washington,wife,83,5400
1331536,Oregon,husband,46,200000
1331536,Oregon,wife,46,0
1331993,Washington,husband,60,228000
1331993,Washington,wife,48,350
1331999,Washington,husband,40,39600
1331999,Washington,wife,44,34600
1334291,Washington,husband,42,28000
1334291,Washington,wife,43,19000
1334427,Washington,husband,69,16300
1334427,Washington,wife,68,15000
1334929,Oregon,husband,75,63300
1334929,Oregon,wife,74,13700
1335707,Oregon,husband,34,2400
1335707,Oregon,wife,32,210000
1335793,Oregon,husband,28,65240
1335793,Oregon,wife,26,0
1336710,Washington,husband,47,34000
1336710,Washington,wife,44,20000
1337837,Oregon,husband,38,180000
1337837,Oregon,wife,40,180000
1338118,Oregon,husband,75,29800
1338118,Oregon,wife,56,6800
1338142,Oregon,husband,67,30800
1338142,Oregon,wife,54,0
1339196,Oregon,husband,73,25200
1339196,Oregon,wife,65,118000
1339479,Oregon,husband,25,21000
1339479,Oregon,wife,22,0
1340037,Washington,husband,61,92000
1340037,Washington,wife,60,55000
1341200,Oregon,husband,38,103200
1341200,Oregon,wife,37,107000
1341730,Oregon,husband,26,30000
1341730,Oregon,wife,26,0
1341998,Washington,husband,61,195500
1341998,Washington,wife,53,4
1342536,Oregon,husband,54,20000
1342536,Oregon,wife,50,40000
1342621,Oregon,husband,61,54800
1342621,Oregon,wife,61,30000
1343554,Oregon,husband,71,40200
1343554,Oregon,wife,67,0
1344041,Oregon,husband,37,216000
1344041,Oregon,wife,38,4800
1347081,Oregon,husband,43,80000
1347081,Oregon,wife,43,10000
1348035,Oregon,husband,79,55100
1348035,Oregon,wife,78,9800
1349551,Oregon,husband,60,50300
1349551,Oregon,wife,55,22004
1349968,Washington,husband,65,15800
1349968,Washington,wife,71,7900
1351528,Washington,husband,41,150000
1351528,Washington,wife,42,25600
1351562,Oregon,husband,61,7200
1351562,Oregon,wife,61,13200
1351749,Washington,husband,60,15600
1351749,Washington,wife,69,12600
1351756,Washington,husband,54,63000
1351756,Washington,wife,58,2700
1352590,Washington,husband,64,279000
1352590,Washington,wife,64,23000
1352632,Oregon,husband,62,19800
1352632,Oregon,wife,48,30000
1354273,Washington,husband,48,13700
1354273,Washington,wife,46,30000
1355068,Washington,husband,53,114010
1355068,Washington,wife,53,0
1355972,Oregon,husband,67,15000
